DOI,URL,sentence,Method,Material,Supplement
10.1016/j.neuroimage.2022.118888,hpc.nih.gov,This work utilized the computational resources of the NIH HPC Biowulf cluster (http://hpc.nih.gov).,1,0,0
10.1016/j.neuroimage.2022.119744,neurosynth.org/analyses/terms,"To determine the ROIs in the brain outside the hypothalamus associ-ated with reward processing, we used the term-based meta-analysis sys-tem on Neurosynth (neurosynth.org/analyses/terms/) (Yarkoni et al., 2011).",1,0,0
10.1016/j.neuroimage.2022.119744,ﬁl.ion.ucl.ac.uk/spm,"After spatial smoothing (FWHM = 4 mm), a general linear model was applied to each voxel using SPM12 (http://www.ﬁl.ion.ucl.ac.uk/spm/).",1,0,0
10.1016/j.neuroimage.2022.119198,github.com/andy1764/fcharmony,The harmonization methods used in the paper are implemented in the FCHarmony package available at https://github.com/andy1764/FCHarmony.,1,0,0
10.1016/j.neuroimage.2022.119198,fmrib.ox.ac.uk/fsl,All pre-processing steps are carried out using FSL FEAT (www.fmrib.ox.ac.uk/fsl).,1,0,0
10.1016/j.neuroimage.2022.119198,aaronclauset.github.io/wsbm,We ﬁx the number of communities at 𝐾 = 14 for comparison with the atlas and implement the WSBM using code available online (aaronclauset.github.io/wsbm ; version 1.3).,1,0,0
10.1016/j.neuroimage.2022.119198,sites.google.com/site/bctnet,Network analyses are performed using the Brain Connec-tivity Toolbox (BCT) version 2019-03-03 available on their website at https://sites.google.com/site/bctnet/.,1,0,0
10.1016/j.neuroimage.2021.118738,readme.md,More details on installation and execution of the code can be found in the README.md ﬁle in the main folder of the repository.,0,0,1
10.1016/j.neuroimage.2021.118738,translationalneuromodeling.org/tapas,"Image and fMRI analyses were performed using SPM12 (https://www.ﬁl.ion.ucl.ac.uk/spm , distributed under GPLv2) and the in-house developed UniQC Toolbox (Bollmann et al., 2018), publicly available under a GPLv3 license as a beta release within the TAPAS soft-ware collection (https://www.translationalneuromodeling.org/tapas , (Frässle et al., 2021)).",1,0,0
10.1016/j.neuroimage.2021.118738,github.com/mrikasper/paper-advances-in-spiral-fmri,All custom analysis and data visualization scripts for this publication are available on https://github.com/mrikasper/paper-advances-in-spiral-fmri.,1,0,0
10.1016/j.neuroimage.2021.118738,neurovault.org/collections/6086,"Mean spiral fMRI images with corresponding activation t-maps for all sub-jects are also made available on NeuroVault for interactive viewing ((Gorgolewski et al., 2015), https://neurovault.org/collections/6086/).",0,0,1
10.1016/j.neuroimage.2021.118738,ﬁl.ion.ucl.ac.uk/spm,"Image and fMRI analyses were performed using SPM12 (https://www.ﬁl.ion.ucl.ac.uk/spm , distributed under GPLv2) and the in-house developed UniQC Toolbox (Bollmann et al., 2018), publicly available under a GPLv3 license as a beta release within the TAPAS soft-ware collection (https://www.translationalneuromodeling.org/tapas , (Frässle et al., 2021)).",1,0,0
10.1016/j.neuroimage.2021.118738,github.com/mrtm-zurich/rrsg-arbitrary-sense,"A demonstration of that algorithm is publicly available on GitHub (https://github.com/mrtm-zurich/rrsg-arbitrary-sense), with a static compute capsule for reproducible online re-execution on 16 L.",1,0,0
10.1016/j.neuroimage.2021.118738,github.com/mrikasper/julia-recon-advances-in-spiral-fmri,"An example reconstruction pipeline including static B 0 correction for the spiral data presented here is available on GitHub as well (https://github.com/mrikasper/julia-recon-advances-in-spiral-fmri), utilizing MRIReco.jl (Knopp and Grosser, 2021), an MRI reconstruction framework written in Julia (Bezanson et al., 2017).",1,0,0
10.1016/j.neuroimage.2021.118738,ﬁl.ion.ucl.ac.uk/spm,"All computations were performed in Matlab R2019b, using the Uni-ﬁed NeuroImaging Quality Control Toolbox (UniQC, (Bollmann et al., 2018 ; Frässle et al., 2021)), and SPM12 (Wellcome Centre for Human Neuroimaging, London, UK, http://www.ﬁl.ion.ucl.ac.uk/spm/).",1,0,0
10.1016/j.neuroimage.2022.119665,pubmed.ncbi.nlm.nih.gov,"Literature search We searched for relevant neuroimaging studies in MEDLINE us-ing PubMed (https://pubmed.ncbi.nlm.nih.gov/) through the following search string: (fMRI OR PET) AND (""attention control"" OR ""attention regulation"" OR ""attention shift"" OR ""attention shifts"" OR ""attention shift-ing"" OR ""attention switch"" OR ""attention switches"" OR ""attention switch-ing"" OR ""attentional control"" OR ""attentional regulation"" OR ""attentional shift"" OR ""attentional shifts"" OR ""attentional shifting"" OR ""attentional switch"" OR ""attentional switches"" OR ""attentional switching"" OR ""cog-nitive control"" OR ""cognitive ﬂexibility"" OR ""conﬂict monitoring"" OR ""conﬂict resolution"" OR ""eﬀortful control"" OR ""executive attention"" OR ""executive control"" OR ""executive function"" OR ""executive functioning"" OR ""executive functions"" OR ""goal directed behavior"" OR ""goal directed behavior"" OR ""goal directed control"" OR ""goal directed response"" OR 2 G.",0,0,1
10.1016/j.neuroimage.2022.119665,osf.io/d85pb/?view_only,"In concordance with the principles of Data Sharing and Trans-parency, the 3D maps of the above mentioned results (NIfTI ﬁles for global, domain and task analyses) are available at https://osf.io/d85pb/?view_only = f0b3fcad577d4ﬀ39cb4e6f3cd34e63f., NeuroImage 264 (2022) 119665 Data and code availability statement The individual reports of the studies included in the global anal-yses and in each category (domains and subdomains), the Matlab codes and resulting NIfTI ﬁles can be consulted at: https://osf.io/d85pb/?view_only = f0b3fcad577d4ﬀ39cb4e6f3cd34e63f.",0,0,1
10.1016/j.neuroimage.2022.119665,osf.io/63pt5/?view_only,"Data and code availability statement The individual reports of the studies included in the global analyses and in each category (domains and subdomains), the Matlab codes and resulting NIfTI ﬁles can be consulted at: https://osf.io/63pt5/?view_only = f0b3fcad577d4ﬀ39cb4e6f3cd34e63f.",1,0,0
10.1016/j.neuroimage.2022.119459,web.conn-toolbox.org/conn-in-pictures,These networks were composed of 32 ROIs (see Table S1 for the list of ROIs and CONN website for their locations https://web.conn-toolbox.org/conn-in-pictures).,0,0,1
10.1016/j.neuroimage.2022.119459,nitrc.org/projects/conn,"To conﬁrm this, the task-related functional connectivity in SL-related brain regions (obtained from the parametric modulation re-sults) was tested using a whole-brain seed-to-voxel correlation analysis with CONN toolbox (www.nitrc.org/projects/conn, RRID:SCR_009550) (Whitﬁeld-Gabrieli and Nieto-Castanon, 2012).",1,0,0
10.1016/j.neuroimage.2022.119459,icatb.sourceforge.net,"In the present study, group ICA was performed using GIFT toolbox (http://icatb.sourceforge.net/) (Calhoun et al., 2001).",1,0,0
10.1016/j.neuroimage.2022.119459,github.com/jungtak05/statistical-learning-fmri-study,The behavioral data and analysis code are released at https://github.com/jungtak05/Statistical-learning-fMRI-study.,1,0,0
10.1016/j.neuroimage.2022.119459,ncss.com/software/pass,"A sample size was computed using PASS software (https://www.ncss.com/software/pass/) based on a previous study (Park et al., 2020) that used the same statistical learning task.",1,0,0
10.1016/j.neuroimage.2022.119459,ﬁl.ion.ucl.ac.uk/spm,"fMRI preprocessing Preprocessing of fMRI data was done using the SPM12 software pack-age (http://www.ﬁl.ion.ucl.ac.uk/spm/) with the following steps: slice timing correction with the ﬁrst slice as a reference slice, realignment to correct head motion artifacts using 6 aﬃne head motion parameters, co-registration to individual T1 structural image, normalisation to Mon-treal Neurological Institute (MNI) template brain image, and smoothing with a Gaussian kernel of 6 mm full width at half maximum and resam-pling of functional images to 3 ×3 ×3 mm.",1,0,0
10.1016/j.neuroimage.2022.119459,openneuro.org/datasets/ds003401/versions/1.0.1,"The detailed information about raw fMRI data can be found in https://openneuro.org/datasets/ds003401/versions/1.0.1. 3 J., Data and code availability statement All raw MRI data was uploaded on ’OpenNeuro’ (https://openneuro.org/datasets/ds003401/versions/1.0.1) and it is publicly available.",0,1,0
10.1016/j.neuroimage.2022.119197,scikit-learn.org/stable,On the other 3 https://scikit-learn.org/stable/.,0,0,1
10.1016/j.neuroimage.2022.119197,framagit.org/cpoupon/gkg,The preprocessing results in an 1 https://framagit.org/cpoupon/gkg.,1,0,0
10.1016/j.neuroimage.2022.119197,surfer.nmr.mgh.harvard.edu,"However, without a careful cross-subject alignment of the local folding pattern, the ﬁber bundles 2 https://surfer.nmr.mgh.harvard.edu/. 3 M.",0,0,1
10.1016/j.neuroimage.2022.119749,neuroimage.usc.edu/brainstorm,"Code and data availability MEG and MRI data were analyzed in MATLAB 2019a (The Math-works, Inc.) using the FieldTrip v20190419 (ﬁeldtriptoolbox.org) and Brainstorm, v060320 (neuroimage.usc.edu/brainstorm/) toolboxes.",1,0,0
10.1016/j.neuroimage.2022.119749,surfer.nmr.mgh.harvard.edu,"To obtain a description of the participant’s cortical sheet, cortical surface re-construction was performed using the Freesurfer image analysis suite (surfer.nmr.mgh.harvard.edu).",1,0,0
10.1016/j.neuroimage.2022.119749,nist.mni.mcgill.ca,"For group-level analysis, participant-speciﬁc source estimates (un-thresholded t-statistics computed in the ﬁrst-level step) were projected onto a default surface anatomy (MNI-152, nist.mni.mcgill.ca).",1,0,0
10.1016/j.neuroimage.2022.119749,github.com/vyoussofzadeh/dics-beamformer-for-brainstorm,"A Brainstorm implementation of the DICS beamformer is available at, github.com/vyoussofzadeh/DICS-beamformer-for-Brainstorm.",1,0,0
10.1016/j.neuroimage.2022.119749,aesopfables.com,"The story blocks present participants with brief auditory stories (5–9 sentences) adapted from Aesop’s fables (www.aesopfables.com), followed by a 2-alternative forced-choice question that asks participants about the topic of the story., The Story task pre-sented participants with brief spoken stories adapted from Aesop’s fa-bles (aesopfables.com), followed by a 2-alternative forced-choice ques-tion about the topic of the story.",0,0,1
10.1016/j.neuroimage.2022.119749,aesopfables.com,"The story blocks present participants with brief auditory stories (5–9 sentences) adapted from Aesop’s fables (www.aesopfables.com), followed by a 2-alternative forced-choice question that asks participants about the topic of the story.",0,0,1
10.1016/j.neuroimage.2022.119303,surfer.nmr.mgh.harvard.edu/fswiki/tracula,"White matter tracts were assessed using FreeSurfer-TRACULA (TRActs Constrained by UnderLying Anatomy) (version 7.2.2, freely available online https://surfer.nmr.mgh.harvard.edu) which reconstructs 42 major white matter pathways using global probabilistic tractography with anatomical neighborhood priors (https://surfer.nmr.mgh.harvard.edu/fswiki/Tracula).",1,0,0
10.1016/j.neuroimage.2022.119303,surfer.nmr.mgh.harvard.edu,"White matter tracts were assessed using FreeSurfer-TRACULA (TRActs Constrained by UnderLying Anatomy) (version 7.2.2, freely available online https://surfer.nmr.mgh.harvard.edu) which reconstructs 42 major white matter pathways using global probabilistic tractography with anatomical neighborhood priors (https://surfer.nmr.mgh.harvard.edu/fswiki/Tracula).",1,0,0
10.1016/j.neuroimage.2022.119659,dsi-studio.labsolver.org,"Diﬀusion and Functional MRI Pre-processing From the minimally pre-processed HCP diﬀusion-weighted MRI data, white matter ﬁbres were reconstructed using generalized q-sampling imaging (Yeh et al., 2010) and deterministic streamline tractogra-phy was performed (Yeh et al., 2013) using DSI studio (http://dsi-studio.labsolver.org).",1,0,0
10.1016/j.neuroimage.2022.119659,mathworks.com,All post-processing of adjacency matrices was completed using (MATLAB 2018) (http://www.mathworks.com) and Python (version 3.0).,1,0,0
10.1016/j.neuroimage.2022.119659,github.com/parsonsn/sc-fc-multiplex-bandwidth,"Our full weighted and unweighted multiplex connectivity python code can be found here: https://github.com/parsonsn/SC-FC-Multiplex-Bandwidth., NeuroImage 263 (2022) 119659 Data and code availability statement Our full source code can be found at: https://github.com/parsonsn/SC-FC-Multiplex-Bandwidth.",1,0,0
10.1016/j.neuroimage.2022.119659,humanconnectome.org,"In the present study, we utilized a publicly available dataset, provided by the Human Connectome Project (HCP; http://www.humanconnectome.org) from the Washington University-University of Minnesota (WU-Minn) consortium, including 484 healthy participants from the Q4 release (500 subject; Nov 25, 2014).",0,1,0
10.1016/j.neuroimage.2022.119659,humanconnectome.org,"humanconnectome.org) from the Washington University-University of Minnesota (WUMinn) consortium, including 484 healthy participants from the Q4 release (500 subject; Nov 25, 2014; 272 females, 212 males; age = 29.15 ± 3.47)., In the present study, we utilized a publicly available dataset, provided by the Human Connectome Project (HCP; http://www.humanconnectome.org) from the Washington University-University of Minnesota (WU-Minn) consortium, including 484 healthy participants from the Q4 release (500 subject; Nov 25, 2014).",0,1,0
10.1016/j.neuroimage.2022.119117,github.com/lindehesse/fetalsubcortsegm_code,"All network training code has been made available on: https://github.com/lindehesse/FetalSubcortSegm_Code , and weights of the trained networks can be requested by email-ing the corresponding author.",1,0,0
10.1016/j.neuroimage.2022.118938,nitrc.org/projects/niistat,"Lesion-mapping analysis The NiiStat toolbox (www.nitrc.org/projects/niistat) was used to conduct lesion-mapping analyses to identify localized brain lesions within the selected ROIs that predict impaired eﬀerence copy and vo-cal sensorimotor integration mechanisms, as indexed by modulation of neurophysiological responses in aphasic speakers compared with con-trols.",1,0,0
10.1016/j.neuroimage.2022.119672,github.com/margulies/topography/tree/master/utils,"We extracted the relative spatial layout of regions along the cor-tical surface by using existing scripts (https://github.com/margulies/topography/tree/master/utils), based on an algorithm developed to approximate the exact geodesic distance from triangular meshes (Oligschläger et al., 2017).",1,0,0
10.1016/j.neuroimage.2022.119672,networkx.org,(https://networkx.org/).,0,0,1
10.1016/j.neuroimage.2022.119672,osf.io/6xm8n,"Codes and derivatives are available here: https://osf.io/6xm8n/)., The package including the atlas can be downloaded here: https://osf.io/6xm8n/.",1,0,0
10.1016/j.neuroimage.2022.119672,clinicaltrials.gov,"ANSM: 141200B-31, ClinicalTrials.gov ID: NCT02830100) (CPP: 09-CHUG-14, 04/06/2009).",0,0,1
10.1016/j.neuroimage.2022.119672,nilearn.github.io/stable/index.html,"Nilearn (https://nilearn.github.io/stable/index.html ; Abraham et al., 2014) was used to delineate ROIs and extract the signal.",1,0,0
10.1016/j.neuroimage.2022.118969,surfer.nmr.mgh.harvard.edu,"We identiﬁed the coordinates and anatomical label of all contacts in each individual brain model using pre-surgical MRI, post-surgical CT images, Freesurfer software (http://surfer.nmr.mgh.harvard.edu), and the iEEGview tool-box (Li et al., 2019).",1,0,0
10.1016/j.neuroimage.2022.119743,humanconnectome.org/study/hcp-lifespan-aging/project-protocol/imaging-protocols-hcp-aging,"Brieﬂy, T1w and T2w structural images were acquired on Siemens 3T Prisma scanners using the multi-echo magnetization-prepared rapid gradi-ent echo (MPRAGE; TE = 1.8/3.6/5.4/7.2 ms, TR/TI = 2500/1000 ms, ﬂip angle = 8°, 0.8 mm isotropic voxel size) and the vari-able ﬂip angle turbo spin-echo (T2w SPACE; TR/TE = 3200/564 ms, 0.8 mm isotropic voxel size) sequences (for the entire imaging protocol, see https://www.humanconnectome.org/study/hcp-lifespan-aging/project-protocol/imaging-protocols-hcp-aging).",1,0,0
10.1016/j.neuroimage.2022.119743,nda.nih.gov,Data availability statement Data used in the preparation of this manuscript were collected as part of the Human Connectome Project in Aging (U01AG052564 and U01AG052564-S1) and are available on the National Institute of Mental Health (NIMH) Data Archive (NDA) at https://nda.nih.gov.,0,1,0
10.1016/j.neuroimage.2022.119743,humanconnectome.org/software/workbench-command/-surface-cortex-layer,"The precision of surface sampling and the accuracy of tissue gradient characterization may also be improved by employing algorithms that compensate for cortical folding, such as the ones implemented in the Connectome Workbench (https://www.humanconnectome.org/software/workbench-command/-surface-cortex-layer).",1,0,0
10.1016/j.neuroimage.2022.119168,3tissue.github.io,"NeuroImage 254 (2022) 119168 (https://3Tissue.github.io , a fork of MRtrix3), and FSL (Jenkinson et al., 2012) software packages.",1,0,0
10.1016/j.neuroimage.2022.119352,github.com/washington-university/cifti-matlab),"With the MATLAB script (cifti toolbox: https://github.com/Washington-University/cifti-matlab), we extracted and averaged the cleaned timeseries of all the grayordinates in each region of the HCP-MMP 1.0 atlas (Glasser et al., 2016a), which is a group-based parcellation deﬁned in the HCP grayordinate standard space having 180 brain regions per hemisphere, and is a surface-based atlas provided in CIFTI format.",1,0,0
10.1016/j.neuroimage.2022.119352,nitrc.org/projects/bct,"A community analysis was performed on the eﬀective connectivity matrix for all 180 cortical regions in the left hemisphere, using the Brain Connectivity Toolbox (Rubinov and Sporns, 2010) (https://www.nitrc.org/projects/bct).",1,0,0
10.1016/j.neuroimage.2022.119352,github.com/decolab/eﬀective-connectivity–hopf,Code for the Hopf eﬀective connectiv-ity algorithm is available at https://www.github.com/decolab/Eﬀective-Connectivity–Hopf.,1,0,0
10.1016/j.neuroimage.2022.119352,github.com/washington-university/hcppipelines),"(2013) , based on the updated 7T data pipeline (v3.21.0, https://github.com/Washington-University/HCPpipelines), including gradient distortion correction, head motion correction, image distor-tion correction, spatial transformation to the Montreal Neurological Institute space using one step spline resampling from the original functional images followed by intensity normalization.",1,0,0
10.1016/j.neuroimage.2022.119352,humanconnectome.org,"Further details of the 7T rs-fMRI acquisition protocols are given in the HCP reference manual (https://humanconnectome.org/storage/app/media/documentation/s1200/HCP_S1200_Release_Reference_Manual.pdf)., The data were from the Human Connectome Project, and the WU-Minn HCP Consortium obtained full informed consent from all participants, and research procedures and ethical guidelines were followed in accordance with the Institutional Review Boards (IRB), with details at the HCP web-site http://www.humanconnectome.org/Data and code availability The data are available at the HCP website http://www., humanconnectome.org/.",0,1,0
10.1016/j.neuroimage.2022.119352,humanconnectome.org/storage/app/media/documentation/s1200/hcp_s1200_release_reference_manual.pdf,Further details of the 7T rs-fMRI acquisition protocols are given in the HCP reference manual (https://humanconnectome.org/storage/app/media/documentation/s1200/HCP_S1200_Release_Reference_Manual.pdf).,0,0,1
10.1016/j.neuroimage.2022.119352,humanconnectome.org/data,"The data were from the Human Connectome Project, and the WU-Minn HCP Consortium obtained full informed consent from all participants, and research procedures and ethical guidelines were followed in accordance with the Institutional Review Boards (IRB), with details at the HCP web-site http://www.humanconnectome.org/Data and code availability The data are available at the HCP website http://www.",0,1,0
10.1016/j.neuroimage.2022.119336,antsbrainextraction.sh,"Afterwards, they were skull-stripped using ANTs’ antsBrainExtraction.sh v2.1.0 (OA-3 M.",1,0,0
10.1016/j.neuroimage.2022.119336,github.com/jachtzehn/timepath/tree/wholebrain-cv/mri/rsa,Details for this analysis can be found at https://github.com/jAchtzehn/timePath/tree/wholeBrain-CV/mri/rsa.,0,0,1
10.1016/j.neuroimage.2022.119336,github.com/jachtzehn/timepath,"Details for this analysis can be found at https://github.com/jAchtzehn/timePath/tree/wholeBrain-CV/mri/rsa., Data and Code Availability Statement The datasets generated during and/or analysed during the current study are available at GitHub: https://github.com/jAchtzehn/timePath.",1,0,0
10.1016/j.neuroimage.2022.119311,en.wikibooks.org/wiki/spm/timeseries_extraction,We extracted the time series of each ROI according to the guide-line (https://en.wikibooks.org/wiki/SPM/Timeseries_extraction).,0,0,1
10.1016/j.neuroimage.2022.119311,osf.io/n2cez,Data and codes availability Data that support the ﬁndings of this study is available at OSF (https://osf.io/n2cez/).,0,1,0
10.1016/j.neuroimage.2022.119289,surfer.nmr.mgh.harvard.edu,"Preprocessing of fMRI data The functional and structural data were analyzed using FreeSurfer and FS-FAST version 7.1.0 (http://surfer.nmr.mgh.harvard.edu ; Dale et al., 1999 ; Fischl et al., 1999).",1,0,0
10.1016/j.neuroimage.2022.119289,3.2.1.2,3.2.1.2.,0,0,1
10.1016/j.neuroimage.2022.119289,aspredicted.org,"Material and Methods Preregistration of the study’s design and methods was done be-fore the start of data collection on aspredicted.org (https://www., aspredicted.org/36jq7.pdf).",0,0,1
10.1016/j.neuroimage.2022.119289,3.2.1.1,Regions of interest analysis 3.2.1.1.,0,0,1
10.1016/j.neuroimage.2022.119289,aspredicted.org/36jq7.pdf,aspredicted.org/36jq7.pdf).,0,0,1
10.1016/j.neuroimage.2022.119289,3.2.1.3,3.2.1.3.,0,0,1
10.1016/j.neuroimage.2022.119153,pstnet.com/eprime,Stimulus presentation and data collection were in E-Prime 2.0 Professional (www.pstnet.com/eprime).,1,0,0
10.1016/j.neuroimage.2022.119153,ﬁl.ion.ucl.ac.uk/spm,"EPIs from each participant’s two runs were pre-processed and an-alyzed using SPM8 (www.ﬁl.ion.ucl.ac.uk/spm), facilitated by a cus-tom suite of scripts for fMRI analysis (https://github.com/ddwagner/SPM8w).",1,0,0
10.1016/j.neuroimage.2022.119153,alivelearn.net/xjview,The clusters were visual-ized using xjView toolbox (http://www.alivelearn.net/xjview).,1,0,0
10.1016/j.neuroimage.2022.119153,osf.io/pydbk,Aggregated data and analysis scripts that support the ﬁndings have been deposited in OSF at https://osf.io/pydbk/. 12 T.P.,1,0,0
10.1016/j.neuroimage.2022.119153,jakewestfall.shinyapps.io/pangea/(westfall,"We conducted a power analysis for the ROI analy-ses using a linear mixed eﬀects model with the PANGEA package (v0.2), publicly available at https://jakewestfall.shinyapps.io/pangea/(Westfall, 2015).",1,0,0
10.1016/j.neuroimage.2022.119153,github.com/ddwagner/spm8w,"EPIs from each participant’s two runs were pre-processed and an-alyzed using SPM8 (www.ﬁl.ion.ucl.ac.uk/spm), facilitated by a cus-tom suite of scripts for fMRI analysis (https://github.com/ddwagner/SPM8w).",1,0,0
10.1016/j.neuroimage.2022.119084,quspin.com,"This is because as ﬁeld is increased, the lin-earity of the OPM response to ﬁeld is lost 1 ; a change in background ﬁeld of ∼3.5 nT would be equivalent to a gain error of 5% (www.quspin.com), raising to 10% for a ﬁeld change of 5 nT.",0,0,1
10.1016/j.neuroimage.2022.119240,cni.stanford.edu,"MRI data acquisition and processing MRI data were acquired on a 3T Discovery MR750 scanner (Gen-eral Electric Healthcare, Milwaukee, WI, USA) equipped with a 32-channel head coil (Nova Medical, Wilmington, MA, USA) at the Cen-ter for Cognitive and Neurobiological Imaging at Stanford Univer-sity (www.cni.stanford.edu).",0,1,0
10.1016/j.neuroimage.2022.119240,github.com/mezera/mrq,"Quantitative T1 (relaxation time, seconds) maps were calculated us-ing mrQ , (https://github.com/mezera/mrQ), an open-source software package implemented in MATLAB R2012a (Mathworks, Natick, MA).",1,0,0
10.1016/j.neuroimage.2022.119240,github.com/vistalab/vistasoft/mrdiﬀusion,"Diﬀusion weighted images were pre-processed with Vistasoft (http://github.com/vistalab/vistasoft/mrDiﬀusion) , an open-source software package implemented in MATLAB R2012a (Mathworks, Natick, MA).",1,0,0
10.1016/j.neuroimage.2022.119240,ﬁl.ion.ucl.ac.uk/spm,"Each diﬀusion weighted image was registered to the mean of the b = 0 images and the mean b = 0 image was registered automatically to the participant’s T1w image, using a rigid body transformation (imple-mented in SPM8, http://www.ﬁl.ion.ucl.ac.uk/spm/; no warping was applied).",1,0,0
10.1016/j.neuroimage.2021.118767,langneurosci.mc.vanderbilt.edu/resources.html,"To assess correlations between behavior and lesion pattern the voxel-based lesion symptom software ‘vlsm2’ developed by Stephen Wil-son was used (https://langneurosci.mc.vanderbilt.edu/resources.html, Bates et al., 2003), adaptation in communication with S.",1,0,0
10.1016/j.neuroimage.2021.118767,ﬁl.ion.ucl.ac.uk/spm,For normalization and transfor-mation of the lesion masks into standard stereotactic space (MNI) the ‘clinical toolbox’ (www.nitrc.org/projects/clinicaltbx/) in SPM8 (ﬁl.ion.ucl.ac.uk/spm) was used.,1,0,0
10.1016/j.neuroimage.2021.118767,nitrc.org/projects/clinicaltbx,For normalization and transfor-mation of the lesion masks into standard stereotactic space (MNI) the ‘clinical toolbox’ (www.nitrc.org/projects/clinicaltbx/) in SPM8 (ﬁl.ion.ucl.ac.uk/spm) was used.,1,0,0
10.1016/j.neuroimage.2022.118976,biorender.com,The graphical repre-sentation of the models in Fig. 1 was created with BioRender.com.,1,0,0
10.1016/j.neuroimage.2022.118976,neuromorpho.org,"Ten reconstructions were obtained from NeuroMorpho.org (Ascoli et al., 2007) under the Allen Brain Atlas (Koch and Jones, 2016) in swc format (connected nodes with associated radii)., Using the full expression for the sphere diﬀusivity (Balinov et al., 1993), and a gamma distribution for the soma radius with mean 7.1 μm and standard deviation 3.6 μm matching those of rat pyramidal cells from NeuroMorpho.org (Palombo et al., 2021) gives a rough estimate of the expected MR radius of 11.1 μm –a considerable overestimation.",0,1,0
10.1016/j.neuroimage.2022.119396,adni.loni.usc.edu,"Silva-Rodríguez). 1 FJLG and ACS equally contributed to this work and share the ﬁrst authorship. 2 Data used in the preparation of this article were obtained from the Alzheimer’s Disease Neuroimaging Initiative (ADNI) database (adni.loni.usc.edu)., A complete listing of ADNI investigators can be found at: http://adni.loni.usc.edu/wpcontent/uploads/how_to_apply/ADNI_Acknowledgement_List.pdf https://doi.org/10.1016/j.neuroimage.2022.119396., To achieve this, we analysed FTP PET data from a large sample of 309 HC A 𝛽-subjects from the Alzheimer’s Disease Neuroimaging Ini-tiative (ADNI, adni.loni.usc.edu) and the Harvard Aging Brain Study (HABS, habs.mgh.harvard.edu) together with a large set of synthetic images generated using a well-controlled Monte Carlo (MC) simulation framework (Paredes-Pacheco et al., 2021)., For this work, we used images in pre-processing levels two and four as described by ADNI (http://adni.loni.usc.edu/methods/pet-analysis-method/pet-analysis/), which corresponds to co-registered and averaged images (level two), further reoriented to a standard image matrix and smoothed to 8 mm isotropic resolution (level four)., Each series in each exam underwent quality control following the steps described in detail in ADNI’s MRI pro-tocol (http://adni.loni.usc.edu/methods/mri-tool/mri-analysis/).",0,0,1
10.1016/j.neuroimage.2022.119396,habs.mgh.harvard.edu,"To achieve this, we analysed FTP PET data from a large sample of 309 HC A 𝛽-subjects from the Alzheimer’s Disease Neuroimaging Ini-tiative (ADNI, adni.loni.usc.edu) and the Harvard Aging Brain Study (HABS, habs.mgh.harvard.edu) together with a large set of synthetic images generated using a well-controlled Monte Carlo (MC) simulation framework (Paredes-Pacheco et al., 2021).",0,1,0
10.1016/j.neuroimage.2022.119396,surfer.nmr.mgh.harvard.edu,"This code takes as inputs the co-registered tau PET and MRI im-ages, and the segmentations from both FreeSurfer (FreeSurfer version 6, http://surfer.nmr.mgh.harvard.edu/) and SPM (Statistical Paramet-ric Mapping version 12, http://www.ﬁl.ion.ucl.ac.uk/spm/).",1,0,0
10.1016/j.neuroimage.2022.119396,adni.loni.usc.edu/methods/pet-analysis-method/pet-analysis,"For this work, we used images in pre-processing levels two and four as described by ADNI (http://adni.loni.usc.edu/methods/pet-analysis-method/pet-analysis/), which corresponds to co-registered and averaged images (level two), further reoriented to a standard image matrix and smoothed to 8 mm isotropic resolution (level four).",0,1,0
10.1016/j.neuroimage.2022.119396,adni.loni.usc.edu/methods/mri-tool/mri-analysis,Each series in each exam underwent quality control following the steps described in detail in ADNI’s MRI pro-tocol (http://adni.loni.usc.edu/methods/mri-tool/mri-analysis/).,0,0,1
10.1016/j.neuroimage.2022.119396,fnih.org,Private sector contributions are facilitated by the Foundation for the National Institutes of Health (www.fnih.org).,0,0,1
10.1016/j.neuroimage.2022.119396,ﬁl.ion.ucl.ac.uk/spm,"This code takes as inputs the co-registered tau PET and MRI im-ages, and the segmentations from both FreeSurfer (FreeSurfer version 6, http://surfer.nmr.mgh.harvard.edu/) and SPM (Statistical Paramet-ric Mapping version 12, http://www.ﬁl.ion.ucl.ac.uk/spm/).",1,0,0
10.1016/j.neuroimage.2022.119396,adni.loni.usc.edu/wpcontent/uploads/how_to_apply/adni_acknowledgement_list.pdf,A complete listing of ADNI investigators can be found at: http://adni.loni.usc.edu/wpcontent/uploads/how_to_apply/ADNI_Acknowledgement_List.pdf https://doi.org/10.1016/j.neuroimage.2022.119396.,0,0,1
10.1016/j.neuroimage.2022.119662,osf.io/zaef2,"Data availability The structured summary data in tabular form and scripts used to gen-erate the results reported here are openly available and can be down-loaded from https://osf.io/zaef2/., Data and code availability The structured summary data in tabular form and the scripts used to generate the results reported here are openly available and can be downloaded from https://osf.io/zaef2/.",0,1,0
10.1016/j.neuroimage.2022.119662,surfer.nmr.mgh.harvard.edu,"Diﬀusion-weighted MRI data preprocessing Prior to preprocessing, the high-resolution, T1-weighted images were anatomically segmented with Freesurfer (v.6.0; Fischl, 2012) (http://surfer.nmr.mgh.harvard.edu/).",1,0,0
