DOI,Section,Matched_pattern,Start_pattern,End_pattern
10.1016/j.neuroimage.2021.118778,"Data availability  
We have made all of the data publicly  available  for down- 
load at https://www.dropbox.com/sh/3w4aeizgypfs7sd/AAB-  
W8Yn5qDUFeBj90WKsBqAa?dl  = 0 . 
9  W. Matchin, A. Basilakos,  D.-B.d. Ouden et al. NeuroImage  247 (2022) 118778","(?<![\'""]) \s*?\n?Data\s+and\s+code\s+availability |(?<![\'""]) \s*?\n?Data\s+availability |(?<![\'""]) \s*?\n?Data/code\s+availability","<re.Match object; span=(70006, 70027), match='  \nData availability '>","<re.Match object; span=(255, 268), match=' \nReferences '>"
10.1016/j.neuroimage.2022.119492,"2.1. Notation  
We denote by 𝑚 the number  of hypotheses,  i.e. the number  of vox- 
els under consideration  (typically  spanning  a given brain template).  In 
the context  of fMRI, 𝑚 generally  ranges from 50,000 to 400,000.  We 
denote the set of true null hypotheses  (voxels with no eﬀect) by 𝐻 0 , 
and by 𝑚 0 = |𝐻 0 |its cardinal.  Given a set of 𝑚 𝑝 -values associated  to 
each hypothesis,  we denote by 𝑝 ( 𝑘 ∶ 𝑚 ) the 𝑘 th one in ascending  order. 
For a set 𝑆of hypotheses  of interest  (i.e. the set of voxels in a region 
of interest),  the aim is to control the number  of false positives  in 𝑆, 
that is ||𝑆 ∩𝐻 0 ||, or equivalently,  the corresponding  proportion  of false 
positives:  FDP ( 𝑆) = ||𝑆 ∩𝐻 0 ||∕ |𝑆 |.",\n?2\.1\.,"<re.Match object; span=(9452, 9457), match='\n2.1.'>","<re.Match object; span=(736, 742), match='\n2.2. '>"
10.1016/j.neuroimage.2022.119195,"Data and code availability  statement  
The R and STAN code used to apply this method  are provided  in 
an open repository  ( https://github.com/mathesong/SiMBA  _ Materials  ), 
including  a sample simulated  dataset.  The measured  data used in the 
application  section is drawn from previous  studies ( Chen et al., 2019 ). 
4. Simulations  
For the purpose  of assessing  the measurement  properties  of this ap- 
proach,  we generated  simulated  datasets  to compare  the performance  
of the proposed  methodology  to that of the conventional  approach.  
Data were simulated  in order to resemble  the true PET data de- 
scribed  in the next section,  using the [ 11 C]WAY100635  radiotracer.  We 
extracted  the posterior  mean values for all estimated  population  param- 
eters and used these as the “ground  truth ”to generate  realistic  param- 
eter values. For variation  across individuals  and TACs (i.e. Region ×
Individuals),  we sampled  individual  new parameter  values from the uni- 
variate and multivariate  normal  distributions,  while for variation  across 
regions,  we made use of the posterior  mean values. In this way, we sim- 
ulate from the same set of regions,  but in a new set of individuals,  with 
a new set of individual  variations  at the regional  level. The simulation  
parameters  are described  in Supplementary  Materials  S2. 
TACs were simulated  using the two-tissue  compartment  model us- 
ing these parameter  values, with blood data randomly  sampled  from 
individuals  (with replacement)  from the measured  data. Measurement  
error was added to the simulated  curves using a normal  distribution  with 
mean 0, and the standard  deviation  determined  in a similar manner  as 
for the pharmacokinetic  parameters,  i.e. using the posterior  means for 
regional  diﬀerences,  but sampling  individual  diﬀerences  from the uni- 
variate normal  distribution.  As before, this has the eﬀect of simulating  
data from the same set of regions,  but in a new set of individuals.  To 
this, we added the global mean value of the SD of the measurement  er- 
ror, for which we used 10% of the mean TAC value. Rather than using 
the value estimated  from the data, we opted to select a value which 
facilitates  comparison  with other data sets, and which more closely re- 
sembles  a worst-case  scenario.  This value is approximately  double that 
estimated  from the measured  PET data. Finally,  we also added the poste- 
rior mean value of the smooth  function  for each time point within each 
TAC. 
In order to evaluate  the sensitivity  and speciﬁcity  of the approach,  
we tested for group diﬀerences.  To evaluate  power, we simulated  two 
groups,  with a true global (i.e., across all 9 regions)  group diﬀerence  of 
20% in 𝐵𝑃 ND (i.e., Δlog( 𝐵𝑃 ND ) = 0.182).  
Based on the mean posterior  standard  deviation  of 𝐵𝑃 ND across in- 
dividuals  in the sample,  this corresponds  with a moderate  eﬀect size 
(Cohen’s  d = 0.55). 
To evaluate  the potential  for false positives,  we also tested for group 
diﬀerences  in simulated  data sets for which there were no diﬀerences.  
No additional  covariates,  such as age or sex, were included,  other 
than that of group membership.  
We simulated  datasets  with group sizes of multiples  of 10 between  10 
and 100 (i.e., for a group size of 20, there are 20 controls  and 20 patients,  
and therefore  40 individuals  included  in the study). For the NLS models,  
we generated  1000 simulated  studies for each condition,  i.e. for groups 
of 50, this results in a number  of TACs of 1000 ×2 conditions  (group 
diﬀerences  vs no group diﬀerences)  ×50 individuals  ×2 groups ×9 
regions.  For the estimation  of NLS parameters,  each TAC was ﬁtted 10 
times with randomly  sampled  starting  parameters  and the best ﬁt was 
selected  using the nls.multstart  package  ( Padﬁeld  and Matheson,  2018 ), 
to ensure that ﬁts were optimal.  In all cases, outcome  parameters  were 
calculated  directly  using the rate constants,  and not indirectly  using a reference  tissue, i.e. 𝐵𝑃 ND = 𝑘 3 
𝑘 4 . It should be noted that the calculation  
of 𝐵𝑃 ND in this manner  is not a recommended  practice  using NLS, as it 
is known to be prone to error ( Parsey et al., 2000; Slifstein  and Laruelle,  
2001 ). However,  as we show below, direct estimation  of 𝐵𝑃 P is more 
accurate,  and can be considered  a better index of potential  performance  
of NLS rather than 𝐵𝑃 ND . 
For SiMBA,  ﬁtting the model to so many datasets  would have in- 
curred a very large computational  burden owing to the greater compu-  
tational  requirements.  Instead,  we limited sample sizes to group sizes of 
10, 20 and 50, and generated  only 50 simulated  studies for each con- 
dition. Applying  the model to these datasets  resulted  in approximately  
1.5 core years of processing.  
4.1. Comparison  of power for detecting  group diﬀerences  
Using the simulated  data described  above, we performed  inference  
on group diﬀerences  to determine  the power or sensitivity,  i.e., true 
positives,  and speciﬁcity,  i.e., false positives,  of the model. 
For inference  for the NLS results,  we performed  both t-tests and 
linear mixed eﬀects (LME) modelled  using the generated  outcome  pa- 
rameters  after being transformed  to their natural  logarithms.  Welch’s  
t-tests were ﬁt for each region separately,  while the LME model was 
applied  across all regions,  with ﬁxed eﬀects for region and for group 
membership,  and a random  intercept  for individuals.  These are both 
common  strategies  employed  in clinical  PET studies,  which are used 
as a basis for comparison.  Although  for global diﬀerences  the LME 
model is obviously  more appropriate,  t-tests are often employed  in PET 
studies,  even when diﬀerences  are global: our intent was not to com- 
pare these two approaches  with one another,  but to provide  an ap- 
propriate  baseline  comparison  for the SiMBA model. P-values  for the 
LME were calculated  using the lmerTest  package  ( Kuznetsova  et al., 
2017 ). 
For the hierarchical  Bayesian  model, binary inferences  were deter- 
mined by assessing  whether  the 95% credible  interval  of the posterior  
estimate  of the group diﬀerence  included  or excluded  zero. Due to the 
small sample size, we ﬁt logspline  density  functions  ( Stone et al., 1997 ) 
to both the upper and lower bounds  of the 95% credible  intervals  across 
simulations,  and estimated  the proportion  of the distributions  for which 
the estimates  would not include  zero using their cumulative  density  
functions.  The logspline  ﬁts were visually  assessed,  and estimates  were 
closely aligned  with the empirical  estimates  (Supplementary  Materials  
S3). For this reason,  we have included  95% conﬁdence  intervals  around 
the estimated  power for SiMBA.  Furthermore,  in order to conﬁrm  that 
the diﬀerent  simulated  datasets  did not induce any bias, we also per- 
formed  all NLS analyses  using the same data to which SiMBA was ap- 
plied, using both empirical  and logspline  estimation,  which produced  
very similar results (Supplementary  Materials  S4). We calculated  95% 
conﬁdence  intervals  for the power using bootstrap  resampling,  i.e., by 
repeating  the logspline  procedure  for 1000 samples  of the 50 outcomes  
sampled  with replacement.  
As shown in Fig. 3 , we show that the LME model exhibits  greater 
power compared  to regional  t-tests as expected,  and we show that the 
SiMBA model exhibits  substantially  increased  power relative  to both of 
these methods.  This suggests  that SiMBA demonstrates  greater sensitiv-  
ity to detect true diﬀerences  between  groups for the same sample size, 
exhibiting  power equivalent  to sample sizes of approximately  double 
using NLS estimation  and LME. We also show that no models exhibit 
a false positive  rate that is signiﬁcantly  or substantially  diﬀer from 5% 
( Fig. 4 ). Taken together,  this suggests  that SiMBA is more sensitive  than 
the traditional  NLS methods,  without  sacriﬁcing  speciﬁcity  
Although  LME applied  to 𝐵𝑃 ND shows poor performance  in Fig. 3 , 
likely owing to poor estimation,  LME applied  to 𝐵𝑃 P exhibits  similar or 
only marginally  reduced  power compared  to when LME is applied  to the 
true values. This supports  direct estimation  of BP P as a good index of 
speciﬁc  binding  using NLS. 
7  G.J. Matheson  and R.T. Ogden NeuroImage  256 (2022) 119195 
Fig.","(?<![\'""]) \s*?\n?Data\s+and\s+code\s+availability |(?<![\'""]) \s*?\n?Data\s+availability |(?<![\'""]) \s*?\n?Data/code\s+availability","<re.Match object; span=(43517, 43545), match=' Data and code availability '>","<re.Match object; span=(8534, 8538), match=' 3. '>"
10.1016/j.neuroimage.2022.119092,"Data and code availability  statement  
In line with local ethics guidelines  and subject privacy  policies,  the 
acquired  data are only available  via a request  to the authors.  Institu-  
tional policies  require  a formal data sharing  agreement.  The hMRI tool- 
box and its source code, which was used for calculation  of quantitative  
parameter  maps, is publicly  available  via the link provided  in the meth- 
ods section.  The latest version  of the hMRI toolbox  is available  from 
hMRI.info.","(?<![\'""]) \s*?\n?Data\s+and\s+code\s+availability |(?<![\'""]) \s*?\n?Data\s+availability |(?<![\'""]) \s*?\n?Data/code\s+availability","<re.Match object; span=(61206, 61236), match='  \nData and code availability '>","<re.Match object; span=(511, 522), match='  \nFunding '>"
10.1016/j.neuroimage.2021.118728,"Data availability  
The data that support  the ﬁndings  of this study are available  from 
the corresponding  author upon reasonable  request.  
Code availability  
The code that analyzed  the neural data of this study are available  
from the corresponding  author upon reasonable  request.","(?<![\'""]) \s*?\n?Data\s+and\s+code\s+availability |(?<![\'""]) \s*?\n?Data\s+availability |(?<![\'""]) \s*?\n?Data/code\s+availability","<re.Match object; span=(66733, 66754), match='  \nData availability '>","<re.Match object; span=(294, 333), match='  \nDeclaration  of Competing  Interest '>"
10.1016/j.neuroimage.2022.118877,"2.1. The “xifti ”object  class 
Figure 2 illustrates  the structure  of the ""xifti""  object class. It is 
organized  as a nested list with three entries at the ﬁrst level: data , the 
data matrices  for each brain structure;  surf , the left and right cortical  
surface geometries;  and meta , the various  metadata  including  medial 
wall masks (see Appendix  B for information  about the medial wall), 
subcortical  labels and mask, and CIFTI intent-speciﬁc  information.  If 
any entry is not present  in the ""xifti""  it will have a value of NULL . 
Since a ""xifti""  is a list, its contents  can be parsed with $ . For example,  
xii$meta$cifti$intent  returns the CIFTI intent of the ""xifti""  ob- 
ject xii . 
The left and right cortical  surface geometries  are themselves  objects 
of class ""surf""  . A ""surf""  object is a list with three entries:  vertices  , 
faces , and hemisphere  . A ""surf""  object can also exist separately  
2  D.D. Pham, J. Muschelli  and A.F. Mejia NeuroImage  250 (2022) 118877 
Table 1 
Summary  of comparison  between  programmatic  tools for CIFTI and GIFTI ﬁles. Checkmarks  are assigned  if the 
tool (rows) directly enables a user to complete  the task (columns).  A “3 ”for CIFTI functionalities  in ciftiTools  
indicates  that only three CIFTI intents are supported:  “dtseries,  ”“dscalar,  ”and “dlabel. ”Moreover,  tools receiving  
checkmarks  in the same column may enable the task to diﬀerent  extents. For example,  the manipulation  functions  
in hcp-utils  support normalizing  data values and applying  a parcellation,  whereas  those in cifti-matlab  
support data and metadata  replacement.  While ciftiTools  is designed  to support all listed tasks, other tools are 
not meant to support all these tasks on their own. For example,  hcp-utils  is designed  to be used in conjunction  
with NiBabel  and nilearn  . Lastly, note that some tools have external  dependencies:  ciftiTools  also requires  
the Connectome  Workbench  for most of its functionality,  ggsegExtra  requires  FreeSurfer  for reading in new 
parcellations,  and ciftify  uses FSL, FreeSurfer  and the Connectome  Workbench  to convert and manipulate  CIFTI 
ﬁles. An asterisk has been added to the “Language  ”c o l u m n  for these tools to indicate  the need for additional  
software.  
Language  Read Write Plot Manipulate  
CIFTI GIFTI CIFTI GIFTI Cortex Subcortex  CIFTI GIFTI 
ciftiTools  R ∗ 3 ✓3 ✓ ✓ ✓ 3 ✓
cifti R ✓
gifti R ✓ ✓
freesurferformats,  fsbrain R ✓ ✓ ✓ ✓
ggseg, ggseg3d, ggsegExtra  R ∗ ✓ ✓
ciftify Python ∗ ✓ ✓ ✓
NiBabel Python ✓ ✓ ✓ ✓ ✓
nilearn Python ✓ ✓ ✓
hcp-utils Python ✓ ✓ ✓
cifti-matlab  MATLAB  ✓ ✓ ✓
GIfTI MATLAB  ✓ ✓ ✓
from any ""xifti""  object, allowing  for direct visualization,  resampling,  
and manipulation  of surface geometry  data in the absence  of metric or 
label data. 
The function  is.xifti  can be used to verify that an R object is a 
correctly-formatted  ""xifti""  object. This validation  is especially  useful 
if the user has manually  manipulated  the data or metadata  in a ""xifti""  
and requires  it to be correctly  formatted,  for example  if they plan to 
write it to a ﬁle, visualize  it, or further process  it with ciftiTools  . 
Several  S3 methods  are implemented  in ciftiTools  . S3 methods  
control the behaviors  of certain base R functions  when applied  to ob- 
jects of a speciﬁc  class. Currently,  ""xifti""  objects have S3 methods  
for summary  , print , plot , and several mathematical  operations.  For 
example,  plot(xii)  will invoke the functions  view_xifti_surface  
and/or view_xifti_volume  , as described  in Section  2.3 . ""surf""  
objects have S3 methods  for summary  , print , and plot . For both 
""xifti""  and ""surf""  objects,  summary  and print will display  an 
overview  of the object’s  contents.  Other S3 methods  for ""xifti""  and 
""surf""  objects are described  in the corresponding  subsections  below.",\n?2\.1\.,"<re.Match object; span=(9911, 9916), match='\n2.1.'>","<re.Match object; span=(3935, 3941), match='\n2.2. '>"
10.1016/j.neuroimage.2022.119508,"Data and code availability  statement  
No data presented  in this manuscript  was newly acquired.  No code 
was speciﬁcally  written  for this manuscript.","(?<![\'""]) \s*?\n?Data\s+and\s+code\s+availability |(?<![\'""]) \s*?\n?Data\s+availability |(?<![\'""]) \s*?\n?Data/code\s+availability","<re.Match object; span=(74948, 74978), match='  \nData and code availability '>","<re.Match object; span=(158, 197), match='  \nDeclaration  of Competing  Interest '>"
10.1016/j.neuroimage.2022.118892,"Data and code availability  statement  
The originally  collected  data and developed  scripts will be publicly  
available  upon the publication  of the current  study via public repository.  
Credit author  statements  
Teppei Matsui:  Validation,  Writing  – Original  Draft, Writing  –R e - 
view & Editing,","(?<![\'""]) \s*?\n?Data\s+and\s+code\s+availability |(?<![\'""]) \s*?\n?Data\s+availability |(?<![\'""]) \s*?\n?Data/code\s+availability","<re.Match object; span=(71756, 71786), match='  \nData and code availability '>","<re.Match object; span=(314, 324), match='  Funding '>"
10.1016/j.neuroimage.2022.119506,"2.1. Participants  
Thirty subjects  took part in the fMRI study (16 female;  mean age 
24.8 years ± 4.6 SD ). This number  respected  the sample size required  to 
obtain a diﬀerence  of activity  for facing vs. non-facing  dyads in body- 
perception  visual cortex, comparable  to a previous  study with similar 
task and design (required  sample size = 30, for Cohen’s  d = 0.692 with 
power = 0.95, alpha = 0.05; Abassi and Papeo, 2020 ). All subjects  had 
normal  or corrected-to-normal  vision and reported  no history of psy- 
chiatric  or neurological  disorders,  or use of psychoactive  medications.  
They were screened  for contraindications  to fMRI and gave written  in- 
formed  consent  before participation.  Of the 30 subjects  who enrolled  
in the fMRI experiment,  23 agreed to come back twice, to take part in 
two sessions  of the behavioral  study (13 females;  mean age 24.6 years 
± 4.5 SD ). This number  respected  the sample size required  to obtain 
a 2BIE comparable  to previous  research  with similar task and design 
(required  sample size = 22, for Cohen’s  d = 0.824 with power = 0.95, 
alpha = 0.05; Abassi and Papeo, 2020 ). From behavioral  and fMRI data 
analyses,  we excluded  one subject for whom average  performance  in 
the behavioral  task was > 3 SD above the group mean. Thus, the ﬁnal 
fMRI analyses  included  29 participants,  and the ﬁnal behavioral  analy- 
ses included  22 participants.  This study was approved  by the local ethics 
committee  (CPP Sud Est V, CHU de Grenoble).",\n?2\.1\.,"<re.Match object; span=(12033, 12038), match='\n2.1.'>","<re.Match object; span=(1539, 1545), match='\n2.2. '>"
10.1016/j.neuroimage.2022.119142,"Data and code availability  
The datasets  generated  and analyzed  during the current  study are 
available  from the corresponding  author on reasonable  request.  The data 
and code sharing  adopted  by the authors  comply  with the requirements  
of the Faculty  of Psychology  and Neuroscience,  Maastricht  University,  
and the funding  bodies.","(?<![\'""]) \s*?\n?Data\s+and\s+code\s+availability |(?<![\'""]) \s*?\n?Data\s+availability |(?<![\'""]) \s*?\n?Data/code\s+availability","<re.Match object; span=(40607, 40635), match=' Data and code availability '>","<re.Match object; span=(352, 357), match=' \n3. '>"
10.1016/j.neuroimage.2022.119714,"2.1. Participants  
Based on prior published  work ( Lioumis  et al., 2009 ; Sack et al., 
2009 ; Kerwin  et al., 2018 ), a sample size of 24 healthy  participants  (16 
males, age = 29.67 ± 10.6 years, range 19–49 years old) was employed  
in this study. Written  informed  consent  was obtained  from each partic- 
ipant prior to volunteering.  The study was approved  by the Beth Israel 
Deaconess  Medical  Center Review  Board and conducted  in line with the 
Declaration  of Helsinki.",\n?2\.1\.,"<re.Match object; span=(13700, 13705), match='\n2.1.'>","<re.Match object; span=(493, 499), match='\n2.2. '>"
10.1016/j.neuroimage.2022.119185,"Data and code availability  statement  
Matlab scripts to run the CPM analyses  can be found at 
https://www.nitrc.org/projects/bioimagesuite/  . Tools used for visual- 
ization can be accessed  at http://bioimagesuite.com/  . West China Hos- 
pital of Sichuan  University  has an institutional  commitment  to data- 
sharing.  To get access to the data and comply  with the terms of our 
research  ethics committee  approval  an application  to the corresponding  
author will be required,  specifying  the geographical  extent of sharing.","(?<![\'""]) \s*?\n?Data\s+and\s+code\s+availability |(?<![\'""]) \s*?\n?Data\s+availability |(?<![\'""]) \s*?\n?Data/code\s+availability","<re.Match object; span=(47782, 47811), match=' \nData and code availability '>","<re.Match object; span=(542, 581), match='  \nDeclaration  of Competing  Interest '>"
10.1016/j.neuroimage.2021.118797,"2.1. Participants  
Twenty-four  right-handed  Mandarin-English  bilinguals  participated  
in this study (age 25.3 ± 5.6 years; nine males).  We aimed to recruit 
bilinguals  who were as balanced  as possible  between  the two languages,  
2 Note that the “natural  ”c o n t e x t  can in principle  become the “fully volun- 
tary ”context,  if participants  choose to use inconsistent  languages  to name each 
item (even though this is highly unlikely,  given the strongly  language-biased  
stimuli used in this context).  To ensure this is not the case, the actual responses  
produced  by each participant  were carefully  checked  in order to verify that lan- 
guage choices were indeed consistent.  Table 2 
Participant  characteristics.  
Mean SD 
Age (years) 25.3 5.6 
Mandarin  
Age of acquisition  0.5 1.7 
Listening  a 6.9 0.3 
Speaking  a 6.8 0.5 
Reading a 6.7 0.7 
Writing a 6.2 1.5 
English 
Age of acquisition  6.2 4.4 
Listening  a 6.3 0.7 
Speaking  a 6.2 0.8 
Reading a 6.3 0.7 
Writing a 6.0 0.9 
Switching  frequency  in daily life b 3.6 1.2 
a Language  proﬁciency  based on self-ratings  on a 7-point scale: 1 = little to 
no knowledge,  7 = like a native speaker.  
b Switching  frequency  based on self-ratings  on a 6-point scale: 1 = never, 
6 = constantly.  
so as to elicit the most natural  language-switching  performance  for com- 
parison  with forced switching.  All participants  in this study had acquired  
both English  and Mandarin  at a young age, and none of them spoke any 
other languages  in daily life. The mean self-rated  Mandarin  speaking  
ability 3 was 6.8 ± 0.5 (where 7 was native-like),  and the mean English  
speaking  ability was 6.2 ± 0.8. A summary  of the participant  characteris-  
tics is shown in Table 2 . We took care to not include  bilinguals  with pro- 
fessional  experience  in translation  and interpreting,  as these bilinguals  
might have diﬀerent  language  use patterns  (e.g. more frequent  switch-  
ing) compared  to those without  such experience.  All participants  were 
free from neurological  conditions  or linguistic/cognitive  impairments,  
not taking psychoactive  medication,  and had normal  or corrected-to-  
normal  vision. This study was approved  by the Human  Ethics Committee  
of Macquarie  University  (approval  number:  5201300054),  and informed  
consent  was obtained  from all participants.",\n?2\.1\.,"<re.Match object; span=(18733, 18738), match='\n2.1.'>","<re.Match object; span=(2402, 2408), match='\n2.2. '>"
10.1016/j.neuroimage.2022.119735,"2.1. Preprocessing  dual-wavelength  mesoscale  imaging  data using BIS-MID  
Given the compatibility  of our pipeline  with BioImage  Suite, we term 
it: BIS-MID  (BioImage  Suite - Mesoscale  Imaging  Data). The data taken 
as input are from a standard  dual-wavelength  experiment  ( Fig. 1 ). In ad- 
dition to the two-dimensional  optical imaging  data, BIS-MID  can accept 
an accompanying  ‘trigger’  ﬁle that indicates  the ﬂuorophore-sensitive  
and ﬂuorophore-insensitive  frames.  Alternatively,  BIS-MID  can produce  
a semi-automated  trigger array, so this ﬁle is not required.  For motion 
correction,  a reference  frame is required  (set by default or by the user, 
2.1.2 ). Finally,  a binary brain mask that delineates  tissue from back- 
ground  is required.  We recommend  generating  this mask using the ref- 
erence frame. Although  the automated  generation  of a brain mask from 
mesoscale  imaging  data has been described  ( Xiao et al., 2021 ), we ﬁnd 
user-drawn  masks to be more robust to image artifacts.  Inputs are sum- 
marized  in Table 1 . Table 1 
Summary  of required  BIS-MID  inputs 
Inputs Description  File type 
Optical data Raw 2D imaging timeseries  (pixel 
x pixel x time) TIFF (.tif) / NIFTI (.nii) 
Trigger ﬁle ∗ Record of experimental  features 
(attributes  x time) Spike2 (.smr) 
Brain mask Binary image which delineates  
brain tissue (pixel x pixel) NIFTI (.nii) 
∗ File is optional  
2.1.1. BIS-MID  preprocessing  workﬂow  
The study workﬂow  has four phases:  (1) input triage ( Table 1 ), (2) 
application  of preprocessing  algorithms  ( Fig. 2 ), (3) QC output evalu- 
ation, and (4) subsequent  analyses.  Phase One consists  of ﬁle conver-  
sion and splitting  of the ﬂuorescence-sensitive  and -insensitive  imaging  
frames.  Phase Two takes these ﬁles (and the brain mask) and applies al- 
gorithms  to remove  noise that are divided  between  spatial and temporal  
3  D. O’Connor,  F. Mandino,  X. Shen et al. NeuroImage  264 (2022) 119735 
Fig. 2. Flow chart of data processing  
A ﬂowchart  of data processing  steps, including  BIS-MID  preprocessing  (Spatial & Temporal  Operations).  The preprocessing  module accepts three images: (1) the 
signal-sensitive  cyan wavelength,  (2) signal-insensitive  ultraviolet  wavelength,  and (3) a brain mask. The mask is applied only after spatial operations  are complete.  
The GCaMP sensitive  and insensitive  images are preprocessed  identically  until they are reunited  at the wavelength  regression  step. After this point, the data can 
undergo  further processing  depending  on the user’s application  (post-preprocessing).  
operations.  Phase Three is a user guided evaluation  of the QC metrics  
output by phase two (e.g., framewise  displacement,  FD, estimates  of 
subject motion).  These metrics  can guide parameter  optimization  and 
should be used as subject inclusion  criteria.  Phase Four is mostly be- 
yond the scope of BIS-MID  and depends  on the user’s application.  We 
describe  example  analyses  and results ( 2.3 , 2.4 , and 2.5 ). Example  out- 
puts from the workﬂow  (QC) for our shared data ( 2.2 ) are available  from 
the tools GitHub  repository.  Each phase is explained  in greater detail in 
Methods  5.4 .",\n?2\.1\.,"<re.Match object; span=(15610, 15615), match='\n2.1.'>","<re.Match object; span=(3269, 3275), match='\n2.2. '>"
10.1016/j.neuroimage.2021.118714,"2.1. Prior literature  utilizing  injectable  tract tracers 
Injectable  tract tracers in animals  have been used since the early 
1980s to identify  patterns  of connectivity  between  injected  targets and 
the matrix and striosome  compartments.  We identiﬁed  publications  
that utilized  injected  tract tracing techniques  to study striatal compart-  
ment connectivity  using serial Pubmed  searches  with “striatum  inject ”
and one of the following  terms: matrix,  striosome,  patch, or compart-  
ment. We sought to identify  any study that characterized  connectivity  
with the striatum  at the compartment  level, including  those that uti- 
lized tritiated  amino acids, biocytin,  cholera  toxin B, FluoroGold  TM , 
horseradish  peroxidase,  and Phaseolus  vulgaris  -leucoagglutinin.  We in- 
cluded all regions  with data from at least two animals  ( Smith et al., 
2016 ; McGregor  et al., 2019 ; Goldman-Rakic,  1982 ; Donoghue  and 
Herkenham,  1986 , 20 ; Eblen and Graybiel,  1995 ; Gerfen,  1984 , 1989 ; 
Malach  and Graybiel,  1986 ; Berendse  et al., 1988 ; Desban  et al., 1989 ; 
Jimenez-Castellanos  and Graybiel,  1989 ; Langer and Graybiel,  1989 ; 
Gimenez-Amaya  and Graybiel,  1990 ; Ragsdale  and Graybiel  1991 ; 
Sadikot  et al., 1992 ; Parthasarathy  et al., 1992 ; Ebrahimi  et al., 1992 ; 
Rajakumar  et al., 1993 ; Flaherty  and Graybiel,  1993 ; Haber et al., 
1995 ; Desban  et al., 1995 ; Lopez-Figueroa  et al., 1995 ; Deschenes  et al., 
1996 ; Inase et al., 1996 ; Kincaid  and Wilson,  1996 ; Funaki et al., 1998 ; 
Nisenbaum  et al., 1998 ; Reep et al., 2003 ; Cheatwood  et al., 2005 ; 
Avendano  et al., 2006 ; Kamishina  et al., 2008 ; Day-Brown  et al., 2010 ; 
Unzai et al., 2015 ) These searches  and review of references  from these 
articles  yielded  42 regions  in which connectivity  was reported  at the 
compartment  level (Supplemental  Table 1).",\n?2\.1\.,"<re.Match object; span=(11427, 11432), match='\n2.1.'>","<re.Match object; span=(1914, 1920), match='\n2.2. '>"
10.1016/j.neuroimage.2022.119676,"2.1. Subjects  
The experiments  were performed  with two male rhesus macaques  
(M1 and M2; Macaca  mulatta  ; 4–5 years, 6–8 kg). Both were implanted  
with MR-compatible  plastic headposts  for ﬁxing the head during train- 
ing and scanning.  All surgical  and experimental  procedures,  and ani- 
mal care, followed  the national  and European  regulations  and were ap- 
proved by the Animal  Ethical Committee  at KU Leuven.",\n?2\.1\.,"<re.Match object; span=(12622, 12627), match='\n2.1.'>","<re.Match object; span=(433, 439), match='\n2.2. '>"
10.1016/j.neuroimage.2022.119617,"Data availability  
Data will be made available  on request.","(?<![\'""]) \s*?\n?Data\s+and\s+code\s+availability |(?<![\'""]) \s*?\n?Data\s+availability |(?<![\'""]) \s*?\n?Data/code\s+availability","<re.Match object; span=(35632, 35653), match='  \nData availability '>","<re.Match object; span=(63, 82), match='  \nAcknowledgments '>"
10.1016/j.neuroimage.2022.118918,"2.1. Participants  
Participants  were 28 young adults aged between  18–30 years and 
28 older adults aged 65–76 years. They were recruited  from the UT 
Dallas and surrounding  metropolitan  Dallas communities.  They were 
right-handed,  had normal  or corrected-to-normal  vision, and scored a 
minimum  of 27 on the Mini-Mental  State Examination  (MMSE).  Inclu- 
sion and exclusion  criteria  are described  in detail in Horne et al. (2021) . 
A standard  battery  of neuropsychological  tests was administered  to 
participants  on a separate  day prior to the experimental  session.  See 
Horne et al. (2021) for details.",\n?2\.1\.,"<re.Match object; span=(12630, 12635), match='\n2.1.'>","<re.Match object; span=(631, 637), match='\n2.2. '>"
10.1016/j.neuroimage.2022.118872,"Data and code availability  statement  
A prior version  of the individual  qMRI maps has been re- 
leased as AHEAD  ( Alkemade  et al., 2020a ) can be found at 
https://doi.org/10.21942/uva.10007840.v1  . All derived  participant-  
wise and region-wise  measures  can be downloaded  from our app at 
https://subcortex.eu/app  . All code used to estimate  the models and pro- 
duce the ﬁgures can be found at https://osf.io/mvdbe/  .","(?<![\'""]) \s*?\n?Data\s+and\s+code\s+availability |(?<![\'""]) \s*?\n?Data\s+availability |(?<![\'""]) \s*?\n?Data/code\s+availability","<re.Match object; span=(79557, 79585), match=' Data and code availability '>","<re.Match object; span=(435, 473), match=' \nDeclaration  of Competing  Interest '>"
10.1016/j.neuroimage.2022.119517,"Data and code availability  
Stimuli,  analysis  scripts, results and anonymised  raw 
EEG data are publicly  available  at https://doi.org/10.18112/  
openneuro.ds003885.v1.0.7  (Experiment  1) and https://doi.org/  
10.18112/openneuro.ds003887.v1.2.2  (Experiment  2). Stimuli,  analy- 
sis scripts, results and data from the online stimulus  validation  study 
are also publicly  available  at https://osf.io/jxhcs/  .","(?<![\'""]) \s*?\n?Data\s+and\s+code\s+availability |(?<![\'""]) \s*?\n?Data\s+availability |(?<![\'""]) \s*?\n?Data/code\s+availability","<re.Match object; span=(61851, 61881), match='  \nData and code availability '>","<re.Match object; span=(424, 462), match=' \nDeclaration  of Competing  Interest '>"
